fid,gfk,bezgfk,ofl,bezofl,aog,aug,hoh,bat,bezbat,nam,baw,bezbaw,zus,bezzus,gkn,des,bezdes,lag,namlag,hnr,pnr,lnr,bezeich,uuid,id,gmlid,gmlid_code,name,name_codes,descriptio,creation_d,terminatio,relative_t,relative_1,last_modif,updating_p,reason_for,lineage,building_i
703,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030810007","4200",Aus Katasterkarten digitalisiert,"03081",Mindener Straße 7,"7",,,AX_Gebaeude,DEBE04YY50000Ct5,1824,UUID_ce15e056-1986-469e-8137-ca5b5a90076d,,,,,2024/02/05 04:16:20.153,,,,2024/02/05 04:16:20.153,citydb_user,,,1818
704,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YB1,,,,,,,,,,,,,,,
705,,,,,"2",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500006Zj,,,,,,,,,,,,,,,
706,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004032660017","4200",Aus Katasterkarten digitalisiert,"03266, 04202","Nordhauser Straße 17; Sömmeringstraße 35, 37",,,,AX_Gebaeude,DEBE04YY50000F6c,,,,,,,,,,,,,,,
707,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YIl,1852,UUID_2283436b-b74f-4ad8-8876-dc117adf2596,,,,,2024/02/05 04:16:20.188,,,,2024/02/05 04:16:20.188,citydb_user,,,1840
708,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YZD,1117,UUID_319e5084-b40d-49c0-b434-6dee5f9a9067,,,,,2024/02/05 04:16:18.501,,,,2024/02/05 04:16:18.501,citydb_user,,,1089
709,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YfX,,,,,,,,,,,,,,,
710,,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000JOQ,1874,UUID_02124ad2-7bfb-4c91-ae66-ea908d87cc33,,,,,2024/02/05 04:16:20.226,,,,2024/02/05 04:16:20.226,citydb_user,,,1857
711,,,,,,,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YZW,,,,,,,,,,,,,,,
712,"2054",Laden,,,"1",,,,,,,,,,"11000004051340006","4200",Aus Katasterkarten digitalisiert,"05134",Lise-Meitner-Straße 6,"6",,,AX_Gebaeude,DEBE04YY50000MAu,1393,UUID_ccfe30a1-b9be-44f3-b91f-6d7578742279,,,,,2024/02/05 04:16:19.493,,,,2024/02/05 04:16:19.493,citydb_user,,,1364
713,"2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"1",,,,,,,,,,"11000004051340050","4200",Aus Katasterkarten digitalisiert,"05134",Lise-Meitner-Straße,,"50","1",AX_Gebaeude,DEBE04YY50000A5h,,,,,,,,,,,,,,,
714,"1010",Wohnhaus,,,"3",,,,,,"1200",Freistehender Gebäudeblock,,,"11000004033120051","4200",Aus Katasterkarten digitalisiert,"03312","Olbersstraße 51, 51A, 51B, 51C",,,,AX_Gebaeude,DEBE04YY50000L9h,,,,,,,,,,,,,,,
715,"1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004032660018","4200",Aus Katasterkarten digitalisiert,"03266","Nordhauser Straße 18, 19, 18A",,,,AX_Gebaeude,DEBE04YY500002HZ,1510,UUID_de2e9a29-64e3-48aa-87f0-641b23bc60b7,,,,,2024/02/05 04:16:19.637,,,,2024/02/05 04:16:19.637,citydb_user,,,1498
716,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY11V0003U,,,,,,,,,,,,,,,
717,"1010",Wohnhaus,"1400",Aufgeständert,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006930037","4200",Aus Katasterkarten digitalisiert,"00693",Brahestraße 37A,37A,,,AX_Gebaeude,DEBE04YY50000D1X,607,UUID_24fd8b5f-0c22-4c3d-b9cf-b29a181848b2,,,,,2024/02/05 04:16:17.851,,,,2024/02/05 04:16:17.851,citydb_user,,,592
718,,,,,"3",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YIK,4422,DEB_LOD2_UUID_712d0715-3b98-4046-8060-35ca8a6af9e1_159fe9ed-fa7d-4b00-ab78-d6e8ca777d94,,,,,2024/02/05 04:16:23.934,,,,2024/02/05 04:16:23.934,citydb_user,,,3379
719,,,,,"4",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Mqn,,,,,,,,,,,,,,,
720,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY5000086q,,,,,,,,,,,,,,,
721,"2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"3",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"01484",Gaußstraße 21,"21",,,AX_Gebaeude,DEBE04AL2vw0000q,,,,,,,,,,,,,,,
722,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140011","4200",Aus Katasterkarten digitalisiert,"02314","Kamminer Straße 11, 11A",,,,AX_Gebaeude,DEBE04YY50000CMU,1894,UUID_fce1fb63-3cad-4eb9-abc0-b7b5eb6a7366,,,,,2024/02/05 04:16:20.257,,,,2024/02/05 04:16:20.257,citydb_user,,,1888
723,,,,,"3",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000DC1,,,,,,,,,,,,,,,
724,"3020",Gebäude für Bildung und Forschung,,,"1",,,,,,,,,,"11000004030740020","4200",Aus Katasterkarten digitalisiert,"03074",Mierendorffstraße,,"20","1",AX_Gebaeude,DEBE04YY500005tB,292,UUID_fc641a03-9ca4-4758-bb7a-f49efa0ff76e,,,,,2024/02/05 04:16:17.286,,,,2024/02/05 04:16:17.286,citydb_user,,,268
725,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000PSV,,,,,,,,,,,,,,,
726,"2111",Fabrik,,,"4",,,,,,,,,,"11000004032660030","4200",Aus Katasterkarten digitalisiert,"03266",Nordhauser Straße 30,"30",,,AX_Gebaeude,DEBE04YY50000EDa,542,UUID_72796d45-8704-4c30-83d5-b84b9f81317c,,,,,2024/02/05 04:16:17.726,,,,2024/02/05 04:16:17.726,citydb_user,,,526
727,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004032660028","4200",Aus Katasterkarten digitalisiert,"03266",Nordhauser Straße 28,"28",,,AX_Gebaeude,DEBE04YY5000087h,258,UUID_8722b455-72ea-4122-acc6-2bfd4fbb3329,,,,,2024/02/05 04:16:17.122,,,,2024/02/05 04:16:17.122,citydb_user,,,257
728,,,,,,,,"9999",Sonstiges,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YKc,,,,,,,,,,,,,,,
729,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Xym,,,,,,,,,,,,,,,
730,"2621",Müllbunker,,,"1",,,,,,,,,,"11000004006930018","4200",Aus Katasterkarten digitalisiert,"00693",Brahestraße,,"18","1",AX_Gebaeude,DEBE04YY50000Hvj,324,UUID_22fe7d72-e63c-4ae3-ad76-ef234bd2204b,,,,,2024/02/05 04:16:17.343,,,,2024/02/05 04:16:17.343,citydb_user,,,314
731,"2465",Tiefgarage,"1200",Unter der Erdoberfläche,,"1",,,,,,,,,"11000004048030020","4200",Aus Katasterkarten digitalisiert,"04803",Wernigeroder Straße 20,"20",,,AX_Gebaeude,DEBE04YY50000DKA,839,UUID_3235461e-b45a-4140-b0a8-a97a54ededde,,,,,2024/02/05 04:16:18.159,,,,2024/02/05 04:16:18.159,citydb_user,,,833
732,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004070800010","4200",Aus Katasterkarten digitalisiert,"07080",Mierendorffplatz 10,"10",,,AX_Gebaeude,DEBE04YY50000FEP,,,,,,,,,,,,,,,
733,"2465",Tiefgarage,"1200",Unter der Erdoberfläche,,"1",,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"00926",Darwinstraße,,"6","1",AX_Gebaeude,DEBE04ALk800000s,,,,,,,,,,,,,,,
734,"2111",Fabrik,,,"3",,,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"10","4",AX_Gebaeude,DEBE04YY500006tw,,,,,,,,,,,,,,,
735,,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Nw2,,,,,,,,,,,,,,,
736,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006930020","4200",Aus Katasterkarten digitalisiert,"00693, 04424","Brahestraße 20, 21; Tegeler Weg 24",,,,AX_Gebaeude,DEBE04YY50000RPu,2081,UUID_c37d3482-289b-4a59-93d5-00ccc12f8621,,,,,2024/02/05 04:16:20.702,,,,2024/02/05 04:16:20.702,citydb_user,,,2076
737,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440016","4200",Aus Katasterkarten digitalisiert,"03344, 04424","Osnabrücker Straße 16, 17; Tegeler Weg 16",,,,AX_Gebaeude,DEBE04YY500005Oq,,,,,,,,,,,,,,,
738,"2465",Tiefgarage,"1200",Unter der Erdoberfläche,,"2",,,,,,,,,"11000004016320035","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer,,"35","1",AX_Gebaeude,DEBE04YY500002ad,,,,,,,,,,,,,,,
739,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004032660027","4200",Aus Katasterkarten digitalisiert,"03266, 04540","Nordhauser Straße 27; Treseburger Straße 1, 3, 5, 7",,,,AX_Gebaeude,DEBE04YY500003zA,548,UUID_cf3167d0-b34e-4d3b-ad19-df940c889d77,,,,,2024/02/05 04:16:17.740,,,,2024/02/05 04:16:17.740,citydb_user,,,516
740,,,,,"11",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Lro,1195,UUID_2a0b513f-62da-478d-8787-bf93f009cc37,,,,,2024/02/05 04:16:19.068,,,,2024/02/05 04:16:19.068,citydb_user,,,1191
741,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000NAp,1520,UUID_ed54b441-d314-448b-8ef1-725f9b9bea9a,,,,,2024/02/05 04:16:19.740,,,,2024/02/05 04:16:19.740,citydb_user,,,1509
742,"1000",Wohngebäude,,,"7",,,,,,,,"3000",Geplant und beantragt,"11000004016320003","9998",Nach Quellenlage nicht zu spezifizieren,"01632","Goslarer Ufer 3, 5, 5A",,,,AX_Gebaeude,DEBE04YY500007gw,1447,UUID_b4334d26-eaf3-48ba-9dd3-8ee6520303a7,,,,,2024/02/05 04:16:19.556,,,,2024/02/05 04:16:19.556,citydb_user,,,1420
743,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY15N0009t,,,,,,,,,,,,,,,
744,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Lat,1620,UUID_3d8628b9-e82f-40a7-bcc2-0cb4c268099f,,,,,2024/02/05 04:16:19.865,,,,2024/02/05 04:16:19.865,citydb_user,,,1604
745,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030810002","4200",Aus Katasterkarten digitalisiert,"03081",Mindener Straße 2,"2",,,AX_Gebaeude,DEBE04YY50000Oju,586,UUID_0661605b-e47c-4898-86f2-57f9aa6dd1e2,,,,,2024/02/05 04:16:17.811,,,,2024/02/05 04:16:17.811,citydb_user,,,567
746,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL2eZ00001,700,UUID_e2fe3857-0e41-40fa-80c0-c4749ef8ce32,,,,,2024/02/05 04:16:17.985,,,,2024/02/05 04:16:17.985,citydb_user,,,683
747,,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000CEB,1491,UUID_fc8430bb-1261-4d40-a410-06c0d190afbe,,,,,2024/02/05 04:16:19.614,,,,2024/02/05 04:16:19.614,citydb_user,,,1475
748,"2120",Werkstatt,,,"2",,,,,,,,,,"11000004029560005","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße 5A,5A,,,AX_Gebaeude,DEBE04YY50000L1L,,,,,,,,,,,,,,,
749,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000GcM,,,,,,,,,,,,,,,
750,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500009bW,,,,,,,,,,,,,,,
751,,,,,"3",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YiB,2038,UUID_c32717cd-07af-4773-9cc7-e814c3f36d3c,,,,,2024/02/05 04:16:20.462,,,,2024/02/05 04:16:20.462,citydb_user,,,2025
752,"2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"2",,,,,,,,,,"11000004033120056","4200",Aus Katasterkarten digitalisiert,"03312",Olbersstraße 56,"56",,,AX_Gebaeude,DEBE04YY50000EA1,2365,DEB_LOD2_UUID_41a05bed-7244-4daf-81d1-5c8cd0132efa_2745a1ad-4b9a-46aa-9a09-a8b377eb0588,,,,,2024/02/05 04:16:21.314,,,,2024/02/05 04:16:21.314,citydb_user,,,2351
753,,,,,"3",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1Y50004Q,,,,,,,,,,,,,,,
754,,,,,"4",,,"1200",Höhergeschossiger Gebäudeteil (nicht Hochhaus),,,,,,,,,,,,,,AX_Bauteil,DEBE04AL5eG00004,,,,,,,,,,,,,,,
755,"1010",Wohnhaus,,,"3",,,,,,"1200",Freistehender Gebäudeblock,,,"11000004012190031","4200",Aus Katasterkarten digitalisiert,"01219",Fabriciusstraße 31,"31",,,AX_Gebaeude,DEBE04YY50000FAm,1912,UUID_25f2cc7c-bac3-486f-b187-4adee4fe1b62,,,,,2024/02/05 04:16:20.279,,,,2024/02/05 04:16:20.279,citydb_user,,,1889
756,"2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"1",,,,,,,,,,"11000004016320041","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer,,"41","2",AX_Gebaeude,DEBE04YY50000LLG,865,UUID_838e9a92-a521-4bd1-a741-a9eb9ceaf441,,,,,2024/02/05 04:16:18.190,,,,2024/02/05 04:16:18.190,citydb_user,,,859
757,,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Y3i,1510,UUID_de2e9a29-64e3-48aa-87f0-641b23bc60b7,,,,,2024/02/05 04:16:19.637,,,,2024/02/05 04:16:19.637,citydb_user,,,1498
758,"2200",Sonstiges Gebäude für Gewerbe und Industrie,,,"3",,,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"10","8",AX_Gebaeude,DEBE04YY50000B1O,,,,,,,,,,,,,,,
759,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000OxK,4365,DEB_LOD2_UUID_f158a36b-509b-4b38-96f6-8862321dae88_04c06d29-e616-403d-b96e-0e1a2463242e,,,,,2024/02/05 04:16:23.827,,,,2024/02/05 04:16:23.827,citydb_user,,,3310
760,"2523",Umformer,,,"1",,,,,,,,,,"11000004029560007","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"7","1",AX_Gebaeude,DEBE04YY50000PY7,,,,,,,,,,,,,,,
761,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YF2,682,UUID_7b8dbbf7-b963-4cfb-a6e5-b07337c89042,,,,,2024/02/05 04:16:17.955,,,,2024/02/05 04:16:17.955,citydb_user,,,666
762,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YA3,1147,UUID_2ca78751-c0fb-4816-82b8-f3229d6a6637,,,,,2024/02/05 04:16:18.571,,,,2024/02/05 04:16:18.571,citydb_user,,,1144
763,,,,,"3",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500006pL,4422,DEB_LOD2_UUID_712d0715-3b98-4046-8060-35ca8a6af9e1_159fe9ed-fa7d-4b00-ab78-d6e8ca777d94,,,,,2024/02/05 04:16:23.934,,,,2024/02/05 04:16:23.934,citydb_user,,,3379
764,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000HQC,1565,UUID_5fe264d9-eb7f-4bbb-b190-cc23c86927b1,,,,,2024/02/05 04:16:19.801,,,,2024/02/05 04:16:19.801,citydb_user,,,1557
765,,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Lig,1343,UUID_b918dc70-5930-4f76-ab53-a3da09a783e8,,,,,2024/02/05 04:16:19.408,,,,2024/02/05 04:16:19.408,citydb_user,,,1338
766,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033120008","4200",Aus Katasterkarten digitalisiert,"03312",Olbersstraße 8,"8",,,AX_Gebaeude,DEBE04YY50000OXV,1925,UUID_affcd4e8-adc7-468e-8b97-a9768a9bd8c4,,,,,2024/02/05 04:16:20.297,,,,2024/02/05 04:16:20.297,citydb_user,,,1918
767,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004021430033","4200",Aus Katasterkarten digitalisiert,"02143, 02289","Ilsenburger Straße 33; Kaiserin-Augusta-Allee 89",,,,AX_Gebaeude,DEBE04YY50000LLQ,1054,UUID_be43aafb-2168-41f7-be72-3a10062b84c4,,,,,2024/02/05 04:16:18.410,,,,2024/02/05 04:16:18.410,citydb_user,,,1026
768,"2463",Garage,,,"1",,,,,,"1300",Einzelgarage,,,"11000004070800012","4200",Aus Katasterkarten digitalisiert,"07080",Mierendorffplatz,,"12","1",AX_Gebaeude,DEBE04YY50000HI4,,,,,,,,,,,,,,,
769,"2142",Speichergebäude,,,"1",,,,,,,,,,"11000004016320029","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer,,"29","2",AX_Gebaeude,DEBE04YY50000Hfk,1093,UUID_a86ba013-6bf8-404d-bfcc-cf79e82607f7,,,,,2024/02/05 04:16:18.464,,,,2024/02/05 04:16:18.464,citydb_user,,,1087
770,,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000QB0,3608,DEB_LOD2_UUID_c4192e3d-b429-43b4-bc4b-b7277db4c074_a8500d21-ad73-4030-a316-755f76813284,,,,,2024/02/05 04:16:22.492,,,,2024/02/05 04:16:22.492,citydb_user,,,3073
771,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044240009","4200",Aus Katasterkarten digitalisiert,"04424","Tegeler Weg 9A, 9B",,,,AX_Gebaeude,DEBE04YY50000NTF,1826,UUID_979b782c-33ce-43ec-ab62-8f1f64ec9ad3,,,,,2024/02/05 04:16:20.153,,,,2024/02/05 04:16:20.153,citydb_user,,,1789
772,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440028","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße 28,"28",,,AX_Gebaeude,DEBE04YY50000HML,1181,UUID_a98b239b-e222-4f77-9329-5052922d0244,,,,,2024/02/05 04:16:19.034,,,,2024/02/05 04:16:19.034,citydb_user,,,1178
773,"1120",Wohngebäude mit Handel und Dienstleistungen,,,"6",,,,,,,,,,"11000004044240004","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 4,"4",,,AX_Gebaeude,DEBE04YY500005mD,1716,UUID_6027ec9d-5bf9-4ea3-be0a-fc53b5653cc7,,,,,2024/02/05 04:16:19.975,,,,2024/02/05 04:16:19.975,citydb_user,,,1705
774,"2500",Gebäude zur Versorgung,,,"1",,,,,,,,,,"11000004014840011","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße,,"11","10",AX_Gebaeude,DEBE04YY50000Mw0,1600,UUID_667fc060-83d4-4027-a6d9-64e29f9a5196,,,,,2024/02/05 04:16:19.842,,,,2024/02/05 04:16:19.842,citydb_user,,,1598
775,,,,,"17",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000QzM,,,,,,,,,,,,,,,
776,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006930008","4200",Aus Katasterkarten digitalisiert,"00693, 02314","Brahestraße 8, 9, 9A; Kamminer Straße 16",,,,AX_Gebaeude,DEBE04YY50000MYe,1957,UUID_952829b1-35cd-4760-bfc5-a13d5fcbd4c1,,,,,2024/02/05 04:16:20.338,,,,2024/02/05 04:16:20.338,citydb_user,,,1943
777,,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Ytx,581,UUID_ec0c8645-b7f2-4555-8561-049c7cb165e4,,,,,2024/02/05 04:16:17.807,,,,2024/02/05 04:16:17.807,citydb_user,,,566
778,,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Mcu,1514,UUID_bb84cde5-9abe-4a2c-8b79-d76babf649f1,,,,,2024/02/05 04:16:19.734,,,,2024/02/05 04:16:19.734,citydb_user,,,1511
779,,,,,"3",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14h0005L,,,,,,,,,,,,,,,
780,"2520",Gebäude zur Elektrizitätsversorgung,,,"6",,,,,,,,,,"11000004002520005","4200",Aus Katasterkarten digitalisiert,"00252",Am Spreebord,,"5","45",AX_Gebaeude,DEBE04YY50002Xum,1195,UUID_2a0b513f-62da-478d-8787-bf93f009cc37,,,,,2024/02/05 04:16:19.068,,,,2024/02/05 04:16:19.068,citydb_user,,,1191
781,"1000",Wohngebäude,,,"1",,,,,,,,,,"11000004051340050","9998",Nach Quellenlage nicht zu spezifizieren,"05134",Lise-Meitner-Straße,,"50","3",AX_Gebaeude,DEBE04YY500002Dk,,,,,,,,,,,,,,,
782,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140037","4200",Aus Katasterkarten digitalisiert,"02314",Kamminer Straße 37,"37",,,AX_Gebaeude,DEBE04YY50000JNM,1461,UUID_1eef567d-0cff-4077-9038-76ccd8fdbfa9,,,,,2024/02/05 04:16:19.579,,,,2024/02/05 04:16:19.579,citydb_user,,,1438
783,,,,,"3",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500009J2,1967,UUID_198ef266-0b86-436e-a38d-687da0038cc1,,,,,2024/02/05 04:16:20.349,,,,2024/02/05 04:16:20.349,citydb_user,,,1962
784,"1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044240010","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 10,"10",,,AX_Gebaeude,DEBE04YY50000R1u,1827,UUID_d72857ba-e0cc-4911-9737-e68b21766caa,,,,,2024/02/05 04:16:20.154,,,,2024/02/05 04:16:20.154,citydb_user,,,1811
785,"2460",Gebäude zum Parken,,,"1",,,,,,,,,,"11000004006930001","4200",Aus Katasterkarten digitalisiert,"00693",Brahestraße,,"1","2",AX_Gebaeude,DEBE04YY50000M82,707,UUID_9a1b0fe0-9583-450e-ac07-e2598d7db184,,,,,2024/02/05 04:16:17.995,,,,2024/02/05 04:16:17.995,citydb_user,,,681
786,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004022890088","4200",Aus Katasterkarten digitalisiert,"02289",Kaiserin-Augusta-Allee 88,"88",,,AX_Gebaeude,DEBE04YY500009G7,1046,UUID_9d3a7f13-179d-441e-9c93-7298526179b7,,,,,2024/02/05 04:16:18.398,,,,2024/02/05 04:16:18.398,citydb_user,,,1036
787,"1000",Wohngebäude,,,"1",,,,,,,,,,"11000004051340050","9998",Nach Quellenlage nicht zu spezifizieren,"05134",Lise-Meitner-Straße,,"50","5",AX_Gebaeude,DEBE04YY50000EEG,,,,,,,,,,,,,,,
788,,,,,"2",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Bdi,,,,,,,,,,,,,,,
789,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004070800014","4200",Aus Katasterkarten digitalisiert,"07080","Mierendorffplatz 12, 14",,,,AX_Gebaeude,DEBE04YY50000QXO,749,UUID_8a3e8ede-fb2f-4094-a419-619db8c72947,,,,,2024/02/05 04:16:18.050,,,,2024/02/05 04:16:18.050,citydb_user,,,737
790,,,,,"7",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YOw,1510,UUID_de2e9a29-64e3-48aa-87f0-641b23bc60b7,,,,,2024/02/05 04:16:19.637,,,,2024/02/05 04:16:19.637,citydb_user,,,1498
791,"2054",Laden,,,"3",,,,,,,,,,"11000004014840015","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße 15,"15",,,AX_Gebaeude,DEBE04YY50000RCt,3159,DEB_LOD2_UUID_ca20ac86-d2d0-4a9b-af01-c9a72983a8e3_810d41a0-bbc4-487f-a983-6369101d431e,,,,,2024/02/05 04:16:21.918,,,,2024/02/05 04:16:21.918,citydb_user,,,3144
792,,,,,"5",,,"1200",Höhergeschossiger Gebäudeteil (nicht Hochhaus),,,,,,,,,,,,,,AX_Bauteil,DEBE04AL5dQ00003,,,,,,,,,,,,,,,
793,"1000",Wohngebäude,,,"5",,,,,,,,"3000",Geplant und beantragt,"11000004009260002","9998",Nach Quellenlage nicht zu spezifizieren,"00926",Darwinstraße 2A,2A,,,AX_Gebaeude,DEBE04YY50000O4o,,,,,,,,,,,,,,,
794,"1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440005","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße 5,"5",,,AX_Gebaeude,DEBE04YY50000Mls,580,UUID_1a504f45-a9a1-4ab2-a989-45ed75b9304c,,,,,2024/02/05 04:16:17.806,,,,2024/02/05 04:16:17.806,citydb_user,,,576
