gml_id,dg_id,address,building_type_gml,year_of_construction,renovation_status,floor_area,height,storeys_above_ground,average_floor_height
UUID_d281adfc-4901-0f52-540b-4cc1a9325f82,0,,1000,2020,,120.0,6.51769145362398,2.0,3.25884572681199
