geometry,index_right,blknr,bez,bezname,plr,blktypname,ewk,area,datum
"POLYGON ((385382.463 5820558.29, 385382.094 5820565.272, 385400.463 5820564.289, 385400.738 5820559.189, 385382.463 5820558.29))",43,021061,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,130373.609375,2003/06/18 00:00:00.000
"POLYGON ((385544.439 5820506.354, 385535.098 5820505.511, 385535.016 5820506.288, 385535.032 5820507.069, 385535.146 5820507.842, 385535.356 5820508.594, 385535.659 5820509.315, 385536.05 5820509.991, 385535.544 5820510.515, 385535.112 5820511.102, 385534.761 5820511.741, 385534.499 5820512.42, 385534.33 5820513.129, 385534.256 5820513.854, 385534.279 5820514.582, 385543.621 5820515.424, 385543.707 5820514.606, 385543.686 5820513.783, 385543.558 5820512.97, 385543.326 5820512.181, 385542.993 5820511.429, 385542.565 5820510.726, 385543.06 5820510.091, 385543.488 5820509.409, 385543.843 5820508.686, 385544.122 5820507.931, 385544.321 5820507.151, 385544.439 5820506.354))",43,021061,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,130373.609375,2003/06/18 00:00:00.000
"POLYGON ((385444.22 5820559.399, 385436.834 5820559.375, 385436.664 5820562.351, 385444.072 5820561.955, 385444.22 5820559.399))",43,021061,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,130373.609375,2003/06/18 00:00:00.000
"POLYGON ((385218.166 5820390.582, 385211.999 5820390.18, 385211.895 5820391.826, 385218.063 5820392.228, 385218.166 5820390.582))",43,021061,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,130373.609375,2003/06/18 00:00:00.000
"POLYGON ((385566.63 5820479.805, 385567.12 5820475.116, 385548.499 5820473.165, 385548.009 5820477.854, 385566.63 5820479.805))",43,021061,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,130373.609375,2003/06/18 00:00:00.000
"POLYGON ((385472.673 5820513.472, 385472.626 5820513.985, 385472.363 5820516.853, 385499.787 5820519.38, 385500.098 5820515.999, 385472.673 5820513.472))",43,021061,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,130373.609375,2003/06/18 00:00:00.000
"POLYGON ((385181.436 5820389.635, 385145.915 5820387.381, 385145.146 5820398.995, 385169.924 5820400.573, 385180.687 5820401.249, 385181.436 5820389.635))",43,021061,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,130373.609375,2003/06/18 00:00:00.000
"POLYGON ((385669.883 5820417.228, 385659.678 5820416.804, 385659.639 5820417.996, 385657.96 5820418.01, 385657.791 5820424.619, 385669.659 5820424.938, 385671.717 5820424.993, 385671.924 5820417.312, 385669.883 5820417.228))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((385657.791 5820424.619, 385657.717 5820427.361, 385657.516 5820434.766, 385671.449 5820435.13, 385671.636 5820427.734, 385671.717 5820424.993, 385657.791 5820424.619))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((385728.2 5820380.037, 385741.941 5820380.334, 385742.763 5820355.007, 385729.025 5820354.633, 385728.2 5820380.037))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((385691.432 5820319.431, 385690.667 5820329.41, 385705.574 5820329.816, 385761.563 5820331.343, 385761.835 5820321.348, 385745.846 5820320.913, 385691.432 5820319.431))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((385716.472 5820414.364, 385715.367 5820444.092, 385727.425 5820444.523, 385727.554 5820440.871, 385728.08 5820425.862, 385728.479 5820414.775, 385716.472 5820414.364))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((385658.978 5820378.309, 385672.902 5820378.537, 385673.419 5820346.994, 385659.805 5820346.77, 385658.978 5820378.309))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((385727.971 5820471.926, 385728.063 5820468.691, 385723.778 5820468.577, 385723.695 5820471.815, 385727.971 5820471.926))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((385660.283 5820328.569, 385660.032 5820338.133, 385669.419 5820338.385, 385669.676 5820328.829, 385660.283 5820328.569))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((385685.81 5820345.316, 385685.636 5820352.283, 385686.078 5820352.294, 385685.712 5820366.971, 385691.314 5820367.112, 385696.996 5820367.255, 385697.537 5820345.609, 385685.81 5820345.316))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((385746.518 5820296.229, 385762.508 5820296.665, 385762.944 5820280.675, 385746.954 5820280.239, 385746.518 5820296.229))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((385723.105 5820263.587, 385722.669 5820279.577, 385738.659 5820280.013, 385739.095 5820264.023, 385723.105 5820263.587))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((385688.751 5820285.641, 385704.741 5820286.092, 385705.192 5820270.102, 385689.202 5820269.652, 385688.751 5820285.641))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((385661.873 5820272.58, 385661.419 5820288.57, 385671.458 5820288.854, 385671.909 5820272.863, 385661.873 5820272.58))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((385676.277 5820303.708, 385676.417 5820298.388, 385671.646 5820298.264, 385671.504 5820303.57, 385676.277 5820303.708))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((385685.589 5820456.567, 385684.703 5820461.029, 385693.363 5820462.721, 385694.235 5820458.288, 385685.589 5820456.567))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((385727.555 5820440.871, 385731.478 5820441.006, 385732.012 5820426.007, 385728.08 5820425.862, 385727.555 5820440.871))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((385673.686 5820465.545, 385670.639 5820465.464, 385670.456 5820472.26, 385673.505 5820472.341, 385673.686 5820465.545))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((385714.82 5820472.222, 385712.011 5820472.143, 385711.945 5820474.225, 385714.762 5820474.301, 385714.82 5820472.222))",44,021062,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,26549.17578125,1994/11/24 00:00:00.000
"POLYGON ((384886.587 5820764.969, 384886.895 5820764.285, 384887.092 5820763.562, 384887.175 5820762.816, 384887.14 5820762.067, 384886.989 5820761.333, 384886.725 5820760.631, 384886.355 5820759.978, 384885.889 5820759.391, 384885.336 5820758.885, 384884.711 5820758.47, 384884.576 5820758.168, 384884.93 5820758.045, 384884.712 5820757.319, 384881.468 5820746.535, 384865.525 5820750.744, 384867.365 5820757.153, 384872.741 5820775.885, 384873.8 5820779.576, 384874.54 5820782.153, 384890.572 5820777.707, 384890.295 5820776.737, 384887.243 5820766.052, 384887.028 5820765.3, 384886.701 5820765.448, 384886.587 5820764.969))",27,020045,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,10011.8134765625,1993/06/30 00:00:00.000
"POLYGON ((384865.525 5820750.744, 384863.592 5820751.254, 384859.463 5820752.345, 384857.451 5820752.876, 384859.372 5820759.447, 384861.34 5820758.882, 384867.365 5820757.153, 384865.525 5820750.744))",27,020045,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,10011.8134765625,1993/06/30 00:00:00.000
"POLYGON ((384806.563 5820816.619, 384796.397 5820819.826, 384801.942 5820838.013, 384803.849 5820837.412, 384812.131 5820834.803, 384806.563 5820816.619))",27,020045,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,10011.8134765625,1993/06/30 00:00:00.000
"POLYGON ((384811.17 5820855.425, 384811.476 5820856.471, 384815.209 5820858.608, 384815.024 5820858.929, 384820.046 5820861.856, 384820.778 5820861.656, 384818.491 5820853.291, 384811.17 5820855.425))",27,020045,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,10011.8134765625,1993/06/30 00:00:00.000
"POLYGON ((384864.82 5820806.154, 384867.208 5820814.369, 384874.119 5820812.405, 384872.74 5820811.665, 384869.824 5820801.589, 384863.962 5820803.204, 384864.82 5820806.154))",27,020045,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,10011.8134765625,1993/06/30 00:00:00.000
"POLYGON ((384873.426 5820835.761, 384876.661 5820846.887, 384891.925 5820841.315, 384888.087 5820830.547, 384873.426 5820835.761))",27,020045,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,10011.8134765625,1993/06/30 00:00:00.000
"POLYGON ((384801.016 5820798.504, 384790.861 5820801.655, 384796.397 5820819.826, 384806.563 5820816.619, 384801.016 5820798.504))",27,020045,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,10011.8134765625,1993/06/30 00:00:00.000
"POLYGON ((384837.082 5820847.305, 384839.891 5820857.069, 384840.637 5820856.862, 384843.518 5820856.065, 384858.378 5820851.949, 384855.557 5820842.263, 384840.699 5820846.316, 384837.815 5820847.103, 384837.082 5820847.305))",27,020045,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,10011.8134765625,1993/06/30 00:00:00.000
"POLYGON ((384818.264 5820852.435, 384818.491 5820853.291, 384820.778 5820861.656, 384820.958 5820862.312, 384839.891 5820857.069, 384837.082 5820847.305, 384819.232 5820852.17, 384818.264 5820852.435))",27,020045,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,10011.8134765625,1993/06/30 00:00:00.000
"POLYGON ((384849.063 5820782.62, 384848.896 5820782.04, 384838.825 5820784.82, 384839.441 5820786.933, 384841.344 5820793.465, 384841.973 5820795.625, 384842.401 5820797.094, 384850.419 5820794.891, 384850.266 5820794.336, 384852.28 5820793.794, 384851.396 5820790.724, 384849.514 5820784.187, 384849.063 5820782.62))",27,020045,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,10011.8134765625,1993/06/30 00:00:00.000
"POLYGON ((384872.951 5820834.128, 384859.626 5820837.977, 384858.996 5820835.591, 384853.993 5820836.896, 384855.556 5820842.263, 384858.378 5820851.949, 384876.661 5820846.887, 384873.426 5820835.761, 384872.951 5820834.128))",27,020045,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,10011.8134765625,1993/06/30 00:00:00.000
"POLYGON ((384891.84 5820777.355, 384890.572 5820777.707, 384880.025 5820780.632, 384881.623 5820786.035, 384882.931 5820790.457, 384882.562 5820790.625, 384884.524 5820797.538, 384896.757 5820794.166, 384891.84 5820777.355))",27,020045,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,10011.8134765625,1993/06/30 00:00:00.000
"POLYGON ((384818.491 5820853.291, 384818.264 5820852.435, 384819.232 5820852.17, 384814.152 5820834.165, 384812.131 5820834.803, 384803.849 5820837.412, 384809.376 5820855.949, 384809.731 5820855.846, 384811.17 5820855.425, 384818.491 5820853.291))",27,020045,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,10011.8134765625,1993/06/30 00:00:00.000
"POLYGON ((385482.895 5820734.761, 385483.706 5820747.953, 385483.935 5820751.677, 385503.382 5820750.414, 385502.8 5820745.912, 385501.158 5820733.219, 385482.895 5820734.761))",31,020053,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,10324.3076171875,1994/06/01 00:00:00.000
"POLYGON ((385544.688 5820810.172, 385541.138 5820810.372, 385541.308 5820824.36, 385546.733 5820824.255, 385546.73 5820824.158, 385547.59 5820824.126, 385547.274 5820815.286, 385548.854 5820812.464, 385548.76 5820809.942, 385544.688 5820810.172))",31,020053,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,10324.3076171875,1994/06/01 00:00:00.000
"POLYGON ((385494.457 5820759.468, 385500.128 5820759.03, 385499.881 5820755.832, 385494.211 5820756.271, 385494.457 5820759.468))",31,020053,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,10324.3076171875,1994/06/01 00:00:00.000
"POLYGON ((385557.338 5820730.124, 385553.243 5820730.315, 385553.942 5820741.457, 385557.937 5820741.208, 385557.338 5820730.124))",31,020053,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,10324.3076171875,1994/06/01 00:00:00.000
"POLYGON ((385507.23 5820786.65, 385513.449 5820786.207, 385511.164 5820758.536, 385505.246 5820758.984, 385507.23 5820786.65))",31,020053,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,10324.3076171875,1994/06/01 00:00:00.000
"POLYGON ((385544.688 5820810.171, 385544.405 5820805.007, 385543.112 5820803.945, 385542.638 5820794.298, 385542.49 5820791.284, 385542.438 5820790.266, 385540.758 5820790.361, 385531.41 5820790.891, 385529.195 5820791.016, 385529.241 5820791.957, 385529.389 5820794.97, 385529.993 5820807.236, 385530.176 5820810.988, 385532.392 5820810.863, 385534.804 5820810.727, 385541.74 5820810.337, 385544.688 5820810.171))",31,020053,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,10324.3076171875,1994/06/01 00:00:00.000
"POLYGON ((385493.38 5820813.045, 385500.08 5820812.666, 385500.963 5820812.616, 385500.501 5820806.853, 385494.893 5820807.177, 385494.942 5820808.028, 385493.098 5820808.134, 385493.38 5820813.045))",31,020053,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,10324.3076171875,1994/06/01 00:00:00.000
"POLYGON ((385520.538 5820803.891, 385520.969 5820811.507, 385522.195 5820811.438, 385530.176 5820810.988, 385529.993 5820807.236, 385525.221 5820807.506, 385525.053 5820804.533, 385523.511 5820804.621, 385523.46 5820803.726, 385520.538 5820803.891))",31,020053,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,10324.3076171875,1994/06/01 00:00:00.000
"POLYGON ((385517.122 5820754.609, 385513.134 5820754.831, 385511.015 5820754.949, 385511.164 5820758.536, 385513.449 5820786.207, 385515.47 5820786.061, 385519.779 5820785.75, 385517.544 5820754.585, 385517.122 5820754.609))",31,020053,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,10324.3076171875,1994/06/01 00:00:00.000
"POLYGON ((385486.548 5820760.401, 385484.48 5820760.558, 385479.057 5820760.969, 385476.815 5820761.139, 385479.001 5820788.78, 385479.339 5820793.057, 385479.396 5820793.778, 385489.068 5820793.245, 385489.018 5820792.566, 385488.689 5820788.287, 385488.216 5820782.116, 385488.093 5820780.522, 385489.725 5820780.397, 385491.194 5820780.284, 385490.812 5820775.325, 385487.712 5820775.564, 385486.548 5820760.401))",31,020053,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,10324.3076171875,1994/06/01 00:00:00.000
"POLYGON ((385541.476 5820838.114, 385541.329 5820826.075, 385535.789 5820826.201, 385521.456 5820826.526, 385516.322 5820826.642, 385516.453 5820838.39, 385541.476 5820838.114))",31,020053,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,10324.3076171875,1994/06/01 00:00:00.000
"POLYGON ((385558.161 5820753.794, 385558.326 5820756.833, 385560.076 5820789.265, 385572.051 5820788.585, 385570.145 5820756.181, 385569.966 5820753.143, 385569.879 5820751.659, 385558.536 5820752.291, 385558.081 5820752.316, 385558.161 5820753.794))",31,020053,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,10324.3076171875,1994/06/01 00:00:00.000
"POLYGON ((385500.355 5820805.034, 385500.501 5820806.853, 385500.963 5820812.616, 385520.969 5820811.507, 385520.538 5820803.891, 385500.355 5820805.034))",31,020053,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,10324.3076171875,1994/06/01 00:00:00.000
"POLYGON ((384767.239 5820806.894, 384758.352 5820809.37, 384763.144 5820825.092, 384763.747 5820827.068, 384763.898 5820827.565, 384772.773 5820825.053, 384772.621 5820824.556, 384772.02 5820822.581, 384771.383 5820820.493, 384768.679 5820811.618, 384767.239 5820806.894))",23,020041,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,9360.779296875,1993/11/10 00:00:00.000
"POLYGON ((384737.933 5820873.752, 384741.145 5820884.473, 384759.088 5820879.498, 384755.334 5820866.796, 384745.344 5820869.645, 384737.933 5820873.752))",23,020041,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,9360.779296875,1993/11/10 00:00:00.000
"POLYGON ((384684.904 5820863.304, 384691.293 5820884.532, 384693.209 5820884.006, 384701.529 5820881.722, 384703.239 5820881.253, 384702.366 5820878.108, 384702.896 5820877.894, 384699.226 5820865.697, 384699.049 5820865.752, 384697.346 5820859.451, 384695.349 5820860.069, 384687.106 5820862.622, 384684.904 5820863.304))",23,020041,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,9360.779296875,1993/11/10 00:00:00.000
"POLYGON ((384758.038 5820778.924, 384731.512 5820786.174, 384735.125 5820798.4, 384748.349 5820794.76, 384748.24 5820794.318, 384751.451 5820793.515, 384752.077 5820796.984, 384753.939 5820802.624, 384754.319 5820802.553, 384755.039 5820804.977, 384752.044 5820805.8, 384753.543 5820810.709, 384758.352 5820809.369, 384767.239 5820806.894, 384768.433 5820806.561, 384760.233 5820779.658, 384758.038 5820778.924))",23,020041,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,9360.779296875,1993/11/10 00:00:00.000
"POLYGON ((384706.927 5820834.272, 384724.5 5820828.905, 384723.529 5820825.664, 384721.669 5820819.453, 384720.978 5820817.147, 384715.581 5820818.716, 384714.969 5820818.894, 384711.07 5820820.027, 384710.868 5820819.447, 384703.208 5820821.779, 384704.076 5820824.696, 384705.327 5820828.899, 384705.926 5820830.91, 384706.927 5820834.272))",23,020041,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,9360.779296875,1993/11/10 00:00:00.000
"POLYGON ((384752.44 5820857.003, 384747.063 5820858.596, 384748.296 5820862.61, 384753.669 5820861.161, 384752.44 5820857.003))",23,020041,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,9360.779296875,1993/11/10 00:00:00.000
"POLYGON ((384671.119 5820817.5, 384677.07 5820837.274, 384679.227 5820836.635, 384686.441 5820834.497, 384691.801 5820832.908, 384690.291 5820827.946, 384688.122 5820828.654, 384684.079 5820815.371, 384683.458 5820815.473, 384680.816 5820815.907, 384673.328 5820817.137, 384671.119 5820817.5))",23,020041,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,9360.779296875,1993/11/10 00:00:00.000
"POLYGON ((384755.465 5820849.177, 384751.337 5820835.339, 384746.468 5820836.791, 384750.526 5820850.522, 384755.465 5820849.177))",23,020041,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,9360.779296875,1993/11/10 00:00:00.000
"POLYGON ((384725.33 5820859.104, 384725.127 5820858.447, 384727.172 5820857.869, 384727.692 5820857.722, 384732.707 5820856.305, 384730.243 5820848.08, 384729.066 5820844.15, 384713.721 5820848.848, 384712.83 5820846.097, 384710.619 5820846.678, 384711.183 5820848.572, 384712.584 5820853.278, 384712.98 5820854.609, 384715.205 5820862.084, 384725.33 5820859.104))",23,020041,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,9360.779296875,1993/11/10 00:00:00.000
"POLYGON ((384772.773 5820825.053, 384763.898 5820827.565, 384768.619 5820843.053, 384769.168 5820844.854, 384769.202 5820845.436, 384778.235 5820842.976, 384778.047 5820842.353, 384777.498 5820840.551, 384776.727 5820838.023, 384775.403 5820833.678, 384774.057 5820829.262, 384772.773 5820825.053))",23,020041,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,9360.779296875,1993/11/10 00:00:00.000
"POLYGON ((384706.927 5820834.272, 384705.327 5820828.899, 384689.553 5820833.574, 384691.164 5820838.83, 384694.347 5820837.85, 384694.561 5820838.392, 384696.874 5820837.76, 384697.048 5820838.227, 384707.186 5820835.143, 384706.927 5820834.272))",23,020041,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,9360.779296875,1993/11/10 00:00:00.000
"POLYGON ((384744.598 5820813.2, 384739.903 5820814.573, 384743.247 5820825.889, 384748.031 5820824.721, 384744.598 5820813.2))",23,020041,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,9360.779296875,1993/11/10 00:00:00.000
"POLYGON ((384682.765 5820813.1, 384683.458 5820815.473, 384684.079 5820815.371, 384685.672 5820814.744, 384685.243 5820812.502, 384682.765 5820813.1))",23,020041,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,9360.779296875,1993/11/10 00:00:00.000
"POLYGON ((384745.344 5820869.645, 384742.888 5820868.145, 384742.438 5820868.566, 384743.13 5820870.872, 384745.344 5820869.645))",23,020041,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,9360.779296875,1993/11/10 00:00:00.000
"POLYGON ((385282.912 5820681.871, 385288.822 5820681.596, 385288.62 5820677.071, 385282.701 5820677.347, 385282.912 5820681.871))",39,020673,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,12674.4130859375,1994/10/19 00:00:00.000
"POLYGON ((385306.911 5820639.22, 385307.035 5820642.073, 385308.484 5820675.467, 385319.654 5820674.985, 385318.082 5820641.462, 385317.948 5820638.609, 385317.923 5820638.078, 385306.888 5820638.691, 385306.911 5820639.22))",39,020673,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,12674.4130859375,1994/10/19 00:00:00.000
"POLYGON ((385305.241 5820680.193, 385307.408 5820680.079, 385307.911 5820689.715, 385307.484 5820689.737, 385307.703 5820693.944, 385316.056 5820693.542, 385320.451 5820693.33, 385319.654 5820674.985, 385315.178 5820675.178, 385308.484 5820675.467, 385305.125 5820675.612, 385305.241 5820680.193))",39,020673,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,12674.4130859375,1994/10/19 00:00:00.000
"POLYGON ((385315.629 5820595.231, 385292.172 5820596.489, 385293.146 5820613.757, 385299.335 5820613.426, 385316.554 5820612.505, 385315.629 5820595.231))",39,020673,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,12674.4130859375,1994/10/19 00:00:00.000
"POLYGON ((385289.811 5820703.779, 385289.412 5820694.826, 385288.848 5820682.185, 385288.822 5820681.596, 385282.912 5820681.871, 385283.719 5820699.142, 385284.702 5820699.096, 385284.908 5820703.491, 385283.924 5820703.536, 385283.948 5820704.053, 385289.811 5820703.779))",39,020673,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,12674.4130859375,1994/10/19 00:00:00.000
"POLYGON ((385294.694 5820686.92, 385294.456 5820681.92, 385291.511 5820682.059, 385288.848 5820682.185, 385289.411 5820694.826, 385292.093 5820694.696, 385295.628 5820694.525, 385295.266 5820686.893, 385294.694 5820686.92))",39,020673,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,12674.4130859375,1994/10/19 00:00:00.000
"POLYGON ((385244.242 5820708.621, 385244.27 5820709.187, 385244.831 5820720.737, 385268.601 5820719.628, 385268.331 5820713.628, 385268.055 5820707.509, 385244.242 5820708.621))",39,020673,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,12674.4130859375,1994/10/19 00:00:00.000
"POLYGON ((385284.908 5820703.491, 385284.702 5820699.096, 385283.719 5820699.142, 385283.925 5820703.536, 385284.908 5820703.491))",39,020673,04,Charlottenburg-Wilmersdorf,04300518,Block,100-999 Einwohner,12674.4130859375,1994/10/19 00:00:00.000
"POLYGON ((384718.686 5820643.582, 384713.394 5820626.253, 384711.145 5820626.93, 384704.087 5820629.055, 384701.685 5820629.779, 384703.13 5820634.282, 384703.684 5820636.008, 384703.896 5820636.67, 384703.603 5820636.69, 384704.937 5820641.139, 384703.901 5820641.479, 384705.64 5820647.549, 384705.905 5820647.466, 384709.508 5820646.371, 384716.56 5820644.228, 384718.686 5820643.582))",24,020042,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,17651.447265625,1993/07/01 00:00:00.000
"POLYGON ((384722.778 5820737.337, 384723.453 5820739.601, 384728.662 5820738.021, 384727.985 5820735.791, 384726.608 5820736.201, 384722.778 5820737.337))",24,020042,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,17651.447265625,1993/07/01 00:00:00.000
"POLYGON ((384627.719 5820631.813, 384638.166 5820639.427, 384639.552 5820640.437, 384641.854 5820637.207, 384642.48 5820637.648, 384642.831 5820637.767, 384643.202 5820637.784, 384643.563 5820637.698, 384643.886 5820637.516, 384644.146 5820637.251, 384644.323 5820636.925, 384644.402 5820636.562, 384644.378 5820636.192, 384644.252 5820635.843, 384644.035 5820635.542, 384643.726 5820634.443, 384644.773 5820632.92, 384643.609 5820632.055, 384647.184 5820626.951, 384650.665 5820621.981, 384639.957 5820614.325, 384627.719 5820631.813))",24,020042,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,17651.447265625,1993/07/01 00:00:00.000
"POLYGON ((384639.789 5820660.395, 384639.928 5820660.939, 384637.668 5820661.675, 384636.793 5820658.959, 384636.028 5820656.608, 384633.371 5820648.118, 384633.602 5820645.936, 384638.166 5820639.427, 384627.719 5820631.812, 384618.754 5820644.62, 384623.531 5820660.363, 384624.198 5820662.56, 384626.754 5820670.982, 384664.134 5820660.139, 384664.478 5820660.039, 384659.335 5820643.47, 384658.951 5820643.489, 384654.213 5820644.928, 384646.721 5820647.216, 384650.308 5820658.067, 384647.882 5820658.794, 384647.691 5820658.199, 384639.789 5820660.395))",24,020042,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,17651.447265625,1993/07/01 00:00:00.000
"POLYGON ((384688.793 5820709.728, 384697.377 5820707.128, 384696.101 5820702.933, 384692.309 5820704.008, 384691.982 5820703.049, 384687.185 5820704.495, 384688.793 5820709.728))",24,020042,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,17651.447265625,1993/07/01 00:00:00.000
"POLYGON ((384678.103 5820674.926, 384676.689 5820670.321, 384667.444 5820672.91, 384668.839 5820677.615, 384678.103 5820674.926))",24,020042,04,Charlottenburg-Wilmersdorf,04300517,Block,100-999 Einwohner,17651.447265625,1993/07/01 00:00:00.000
