geometry,index_right,blknr,bez,bezname,plr,blktypname,ewk,area,datum
"POLYGON ((385274.657 5821259.281, 385274.62 5821259.432, 385271.521 5821273.68, 385327.502 5821286.15, 385330.709 5821271.767, 385274.657 5821259.281))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385133.218 5821379.764, 385129.096 5821398.562, 385127.836 5821404.305, 385123.753 5821423.062, 385137.098 5821425.977, 385137.843 5821422.564, 385146.405 5821383.283, 385146.534 5821382.721, 385133.218 5821379.764))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385253.434 5821267.985, 385253.615 5821268.031, 385248.266 5821292.761, 385266.2 5821296.71, 385266.163 5821296.89, 385266.444 5821296.955, 385268.207 5821288.895, 385268.422 5821287.908, 385271.521 5821273.68, 385274.62 5821259.432, 385274.339 5821259.377, 385274.302 5821259.568, 385265.456 5821257.627, 385265.493 5821257.456, 385256.215 5821255.423, 385253.434 5821267.985))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385363.177 5821316.893, 385360.375 5821329.885, 385382.324 5821334.647, 385385.137 5821321.665, 385378.67 5821320.258, 385369.634 5821318.29, 385363.177 5821316.893))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385347.893 5821393.265, 385347.986 5821392.847, 385347.956 5821392.42, 385347.805 5821392.019, 385347.547 5821391.678, 385347.202 5821391.425, 385346.799 5821391.28, 385346.372 5821391.256, 385346.741 5821390.671, 385347.025 5821390.04, 385347.217 5821389.376, 385347.314 5821388.691, 385347.315 5821387.999, 385347.218 5821387.314, 385347.625 5821387.369, 385348.032 5821387.318, 385348.412 5821387.164, 385348.74 5821386.918, 385348.995 5821386.596, 385349.158 5821386.219, 385349.219 5821385.814, 385349.174 5821385.406, 385349.026 5821385.023, 385348.774 5821384.698, 385348.447 5821384.446, 385348.068 5821384.285, 385347.661 5821384.224, 385347.252 5821384.268, 385346.866 5821384.413, 385346.53 5821384.65, 385346.264 5821384.965, 385345.665 5821384.368, 385344.98 5821383.872, 385344.226 5821383.489, 385343.422 5821383.228, 385342.586 5821383.097, 385341.74 5821383.098, 385340.905 5821383.231, 385340.101 5821383.493, 385339.348 5821383.877, 385338.664 5821384.375, 385338.066 5821384.973, 385337.57 5821385.658, 385337.186 5821386.412, 385336.925 5821387.216, 385336.871 5821388.048, 385336.945 5821388.879, 385337.146 5821389.688, 385337.469 5821390.457, 385337.907 5821391.167, 385338.448 5821391.801, 385339.081 5821392.345, 385339.79 5821392.785, 385340.557 5821393.111, 385341.366 5821393.314, 385342.197 5821393.391, 385343.029 5821393.34, 385343.844 5821393.161, 385344.621 5821392.859, 385344.712 5821393.252, 385344.895 5821393.612, 385345.159 5821393.917, 385345.489 5821394.15, 385345.864 5821394.297, 385346.265 5821394.35, 385346.666 5821394.305, 385347.044 5821394.165, 385347.378 5821393.938, 385347.684 5821393.639, 385347.893 5821393.265))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385188.905 5821391.874, 385189.31 5821390.016, 385181.097 5821388.233, 385180.692 5821390.09, 385188.905 5821391.874))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385125.944 5821404.201, 385127.836 5821404.305, 385129.096 5821398.562, 385127.333 5821397.855, 385125.944 5821404.201))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385401.125 5821436.203, 385386.275 5821433.005, 385385.771 5821435.375, 385400.62 5821438.562, 385401.125 5821436.203))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385192.352 5821398.548, 385190.404 5821398.115, 385188.022 5821409.02, 385189.97 5821409.443, 385192.352 5821398.548))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385362.383 5821472.737, 385361.878 5821475.087, 385369.408 5821476.703, 385369.903 5821474.354, 385362.383 5821472.737))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385342.439 5821423.59, 385334.949 5821421.993, 385334.444 5821424.332, 385341.934 5821425.94, 385342.439 5821423.59))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385215.556 5821417.245, 385209.983 5821416.021, 385209.45 5821418.471, 385215.013 5821419.715, 385215.556 5821417.245))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385298.084 5821435.283, 385286.698 5821432.79, 385286.164 5821435.23, 385297.571 5821437.713, 385298.084 5821435.283))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385484.919 5821481.365, 385454.607 5821474.852, 385453.248 5821481.188, 385483.55 5821487.711, 385484.919 5821481.365))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385379.127 5821431.472, 385371.597 5821429.865, 385371.091 5821432.214, 385378.622 5821433.831, 385379.127 5821431.472))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385286.516 5821460.052, 385286.929 5821458.074, 385251.614 5821450.367, 385251.222 5821452.354, 385286.516 5821460.052))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385243.674 5821401.436, 385225.895 5821397.557, 385225.262 5821400.456, 385243.041 5821404.335, 385243.674 5821401.436))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385279.118 5821409.646, 385249.677 5821403.207, 385249.104 5821405.658, 385278.594 5821412.096, 385279.118 5821409.646))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385377.042 5821475.888, 385376.537 5821478.228, 385384.067 5821479.844, 385384.572 5821477.505, 385377.042 5821475.888))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385228.652 5821365.559, 385228.099 5821368.02, 385257.569 5821374.449, 385258.133 5821372.008, 385228.652 5821365.559))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((385319.426 5821439.097, 385309.536 5821436.965, 385309.029 5821439.318, 385318.92 5821441.446, 385319.426 5821439.097))",3,019692,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,96460.4375,2007/05/21 00:00:00.000
"POLYGON ((384488.022 5821514.168, 384496.673 5821545.863, 384519.411 5821550.191, 384524.901 5821521.214, 384488.022 5821514.168))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384855.05 5821581.351, 384853.657 5821587.596, 384850.967 5821599.657, 384849.579 5821605.882, 384909.262 5821619.191, 384914.723 5821594.621, 384909.99 5821593.569, 384904.496 5821592.347, 384855.05 5821581.351))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384853.657 5821587.596, 384850.754 5821586.951, 384848.062 5821599.019, 384850.967 5821599.657, 384853.657 5821587.596))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384910.213 5821592.566, 384904.716 5821591.355, 384904.496 5821592.347, 384909.99 5821593.569, 384910.213 5821592.566))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384651.484 5821550.838, 384630.696 5821547.089, 384630.339 5821548.953, 384651.085 5821552.921, 384651.484 5821550.838))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384695.471 5821557.321, 384694.781 5821561.058, 384701.289 5821562.313, 384701.989 5821558.525, 384695.471 5821557.321))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384597.766 5821471.932, 384592.184 5821470.868, 384590.28 5821480.848, 384588.376 5821490.692, 384593.996 5821491.779, 384595.862 5821481.913, 384597.766 5821471.932))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384497.698 5821622.697, 384494.879 5821621.665, 384494.047 5821624.244, 384496.869 5821625.269, 384497.698 5821622.697))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384604.328 5821591.722, 384604.158 5821591.416, 384603.934 5821591.148, 384603.665 5821590.925, 384603.358 5821590.756, 384603.026 5821590.648, 384602.679 5821590.603, 384602.329 5821590.623, 384601.99 5821590.708, 384601.579 5821590.912, 384601.23 5821591.209, 384600.964 5821591.583, 384600.796 5821592.009, 384600.737 5821592.464, 384600.791 5821592.919, 384600.953 5821593.348, 384601.214 5821593.725, 384601.559 5821594.027, 384601.967 5821594.236, 384602.414 5821594.34, 384602.873 5821594.332, 384603.316 5821594.213, 384603.716 5821593.99, 384604.051 5821593.677, 384604.3 5821593.291, 384604.447 5821592.857, 384604.485 5821592.4, 384604.438 5821592.054, 384604.328 5821591.722))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((385040.046 5821649.575, 385046.571 5821651.068, 385052.447 5821625.393, 385045.918 5821623.899, 385040.046 5821649.575))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384663.048 5821708.739, 384666.944 5821709.625, 384667.479 5821707.255, 384663.583 5821706.369, 384663.048 5821708.739))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384546.125 5821674.761, 384547.528 5821675.28, 384547.655 5821674.607, 384547.385 5821674.562, 384547.512 5821673.91, 384547.773 5821673.965, 384549.337 5821665.776, 384548.856 5821665.685, 384548.652 5821666.539, 384547.426 5821666.252, 384548.588 5821660.05, 384501.016 5821642.476, 384496.043 5821655.941, 384497.071 5821656.321, 384496.976 5821656.593, 384546.125 5821674.761))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384564.23 5821557.495, 384564.921 5821553.762, 384550.558 5821551.103, 384549.867 5821554.835, 384555.727 5821555.92, 384558.819 5821556.493, 384564.23 5821557.495))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384456.843 5821444.875, 384455.032 5821453.157, 384453.138 5821461.42, 384451.161 5821469.664, 384449.102 5821477.888, 384446.96 5821486.09, 384446.605 5821487.419, 384445.647 5821487.115, 384445.272 5821488.496, 384444.893 5821489.876, 384444.514 5821491.256, 384447.699 5821492.043, 384448.86 5821492.344, 384449.003 5821491.643, 384450.026 5821491.902, 384501.32 5821504.662, 384501.179 5821505.406, 384500.983 5821506.048, 384509.735 5821508.266, 384510.066 5821506.447, 384514.968 5821507.509, 384516.531 5821507.847, 384517.667 5821502.052, 384516.866 5821501.921, 384517.458 5821499.186, 384518.197 5821499.35, 384522.058 5821479.659, 384522.827 5821475.736, 384525.922 5821459.951, 384526.443 5821457.293, 384526.735 5821455.803, 384525.901 5821455.605, 384526.437 5821453.053, 384527.238 5821453.237, 384528.08 5821448.947, 384526.503 5821448.676, 384521.981 5821447.778, 384521.727 5821448.778, 384520.271 5821448.45, 384458.571 5821436.576, 384456.843 5821444.875))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384450.536 5821605.409, 384449.787 5821608.164, 384494.047 5821624.244, 384494.879 5821621.665, 384483.47 5821617.488, 384458.532 5821608.347, 384450.536 5821605.409))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((385058.516 5821727.227, 385060.554 5821717.355, 385055.828 5821716.38, 385053.79 5821726.252, 385058.516 5821727.227))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384804.813 5821540.793, 384784.327 5821536.223, 384765.173 5821622.131, 384824.622 5821635.369, 384824.649 5821635.209, 384825.966 5821629.304, 384828.307 5821618.83, 384829.413 5821613.86, 384832.002 5821602.241, 384833.088 5821597.351, 384843.756 5821549.481, 384823.261 5821544.91, 384804.813 5821540.793))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384497.898 5821577.171, 384498.491 5821578.862, 384496.275 5821590.523, 384526.051 5821596.071, 384549.903 5821600.516, 384556.07 5821601.665, 384558.087 5821590.237, 384559.333 5821588.841, 384558.668 5821587.329, 384559.637 5821582.174, 384533.875 5821577.306, 384526.473 5821575.908, 384499.863 5821570.88, 384499.043 5821575.827, 384497.898 5821577.171))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384431.033 5821502.248, 384431.664 5821504.396, 384434.806 5821503.476, 384434.175 5821501.338, 384431.033 5821502.248))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384427.798 5821615.242, 384428.12 5821614.362, 384406.866 5821606.564, 384394.538 5821602.017, 384389.07 5821616.842, 384422.579 5821629.136, 384425.541 5821621.252, 384427.798 5821615.242))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384668.654 5821707.502, 384668.129 5821709.862, 384674.014 5821711.2, 384674.549 5821708.83, 384668.654 5821707.502))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384540.534 5821462.815, 384541.04 5821460.172, 384526.443 5821457.293, 384525.922 5821459.951, 384540.534 5821462.815))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384636.294 5821528.01, 384644.977 5821529.672, 384644.833 5821530.431, 384655.014 5821532.378, 384656.977 5821522.119, 384659.864 5821507.021, 384665.921 5821475.36, 384643.566 5821471.056, 384606.384 5821464.027, 384606.883 5821473.671, 384604.974 5821483.65, 384597.895 5821520.66, 384636.294 5821528.01))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384416.733 5821536.791, 384423.79 5821539.373, 384425.493 5821534.811, 384418.427 5821532.264, 384416.733 5821536.791))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384637.067 5821594.205, 384626.45 5821597.076, 384623.843 5821597.781, 384621.717 5821598.356, 384611.186 5821601.203, 384625.388 5821653.73, 384635.148 5821651.091, 384638.045 5821650.308, 384650.418 5821646.963, 384651.27 5821646.731, 384637.067 5821594.205))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384659.589 5821552.424, 384659.388 5821552.22, 384659.13 5821552.093, 384658.845 5821552.056, 384658.564 5821552.115, 384651.484 5821550.838, 384651.085 5821552.921, 384659.267 5821554.211, 384659.532 5821553.494, 384659.683 5821553.25, 384659.746 5821552.969, 384659.713 5821552.684, 384659.589 5821552.424))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384417.792 5821526.328, 384417.77 5821526.982, 384417.834 5821527.633, 384417.983 5821528.27, 384418.213 5821528.882, 384418.522 5821529.459, 384418.903 5821529.991, 384419.35 5821530.468, 384419.982 5821530.97, 384420.686 5821531.365, 384421.445 5821531.641, 384422.238 5821531.791, 384423.045 5821531.811, 384423.844 5821531.702, 384424.616 5821531.465, 384425.339 5821531.107, 384425.996 5821530.637, 384426.568 5821530.068, 384427.041 5821529.414, 384427.403 5821528.692, 384427.644 5821527.922, 384427.758 5821527.123, 384427.742 5821526.316, 384427.596 5821525.522, 384427.32 5821524.753, 384426.923 5821524.039, 384426.415 5821523.399, 384425.809 5821522.851, 384425.123 5821522.409, 384424.373 5821522.084, 384423.581 5821521.886, 384422.766 5821521.819, 384421.952 5821521.886, 384421.16 5821522.085, 384420.41 5821522.41, 384419.724 5821522.853, 384419.118 5821523.401, 384418.611 5821524.041, 384418.214 5821524.755, 384417.938 5821525.524, 384417.792 5821526.328))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384532.065 5821491.136, 384532.647 5821491.235, 384532.03 5821494.557, 384533.305 5821494.812, 384534.117 5821490.737, 384533.645 5821490.636, 384535.618 5821480.789, 384534.022 5821480.49, 384532.065 5821491.136))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384583.849 5821592.581, 384581.93 5821602.869, 384586.634 5821603.746, 384587.6 5821598.568, 384585.858 5821598.243, 384586.811 5821593.134, 384583.849 5821592.581))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384976.851 5821774.329, 384976.253 5821777.268, 384979.289 5821777.884, 384979.886 5821774.945, 384976.851 5821774.329))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384652.827 5821706.564, 384659.254 5821707.981, 384659.897 5821705.029, 384653.481 5821703.611, 384652.827 5821706.564))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384678.794 5821693.37, 384674.416 5821692.394, 384666.264 5821690.571, 384664.169 5821699.878, 384662.851 5821705.733, 384675.372 5821708.548, 384678.794 5821693.37))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384474.755 5821538.282, 384473.853 5821534.576, 384473.412 5821534.682, 384468.739 5821515.444, 384458.269 5821517.988, 384454.085 5821519.004, 384451.979 5821519.516, 384444.654 5821521.296, 384450.238 5821544.242, 384459.664 5821541.951, 384468.341 5821539.841, 384474.313 5821538.389, 384474.755 5821538.282))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384580.621 5821608.774, 384589.974 5821610.566, 384590.729 5821606.592, 384581.375 5821604.81, 384580.621 5821608.774))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384840.892 5821632.81, 384851.768 5821635.243, 384852.634 5821631.367, 384848.025 5821630.354, 384851.16 5821616.446, 384844.864 5821615.045, 384840.892 5821632.81))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384526.051 5821596.072, 384525.136 5821599.749, 384527.946 5821601.575, 384531.11 5821600.675, 384533.974 5821602.729, 384537.265 5821601.801, 384539.878 5821603.987, 384543.191 5821602.931, 384546.006 5821605.037, 384549.143 5821604.087, 384549.903 5821600.515, 384526.051 5821596.072))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384668.437 5821681.388, 384666.951 5821681.057, 384664.856 5821690.256, 384674.416 5821692.394, 384676.491 5821683.215, 384668.437 5821681.388))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384432.596 5821616.005, 384428.12 5821614.362, 384427.798 5821615.242, 384432.273 5821616.884, 384432.596 5821616.005))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384833.088 5821597.351, 384832.001 5821602.241, 384838.287 5821603.622, 384838.538 5821603.677, 384839.635 5821598.786, 384833.088 5821597.351))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384829.412 5821613.86, 384828.307 5821618.83, 384834.862 5821620.205, 384835.95 5821615.325, 384835.698 5821615.25, 384829.412 5821613.86))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384514.968 5821507.508, 384510.066 5821506.447, 384509.77 5821508.073, 384514.622 5821509.273, 384514.968 5821507.508))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384816.668 5821512.689, 384816.335 5821514.115, 384815.877 5821516.134, 384819.301 5821516.879, 384819.759 5821514.86, 384820.082 5821513.434, 384816.668 5821512.689))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384494.903 5821655.892, 384493.684 5821655.446, 384493.342 5821656.372, 384494.55 5821656.829, 384494.903 5821655.892))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384579.796 5821470.081, 384570.076 5821468.2, 384567.588 5821481.064, 384577.308 5821482.944, 384579.796 5821470.081))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384505.477 5821625.546, 384501.195 5821623.978, 384500.714 5821625.293, 384504.996 5821626.86, 384505.477 5821625.546))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384597.766 5821471.932, 384595.862 5821481.913, 384604.974 5821483.65, 384606.883 5821473.671, 384604.479 5821473.212, 384599.06 5821472.179, 384597.766 5821471.932))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((385007.407 5821727.073, 385004.202 5821726.411, 385002.764 5821733.379, 385005.969 5821734.041, 385007.407 5821727.073))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((385012.357 5821703.095, 384999.31 5821700.443, 384995.558 5821718.899, 385008.549 5821721.539, 385012.357 5821703.095))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384959.302 5821584.846, 384946.535 5821581.925, 384936.502 5821625.884, 384949.269 5821628.805, 384959.302 5821584.846))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384426.48 5821535.182, 384425.493 5821534.811, 384423.79 5821539.373, 384424.776 5821539.735, 384426.48 5821535.182))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384501.441 5821640.079, 384496.466 5821638.224, 384496.096 5821639.251, 384496.327 5821639.326, 384500.879 5821641.02, 384501.07 5821641.076, 384501.441 5821640.079))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384651.227 5821649.952, 384650.418 5821646.963, 384635.148 5821651.091, 384635.956 5821654.081, 384651.227 5821649.952))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384548.652 5821666.539, 384548.856 5821665.685, 384549.337 5821665.776, 384550.575 5821659.353, 384501.473 5821641.238, 384501.017 5821642.477, 384548.588 5821660.05, 384547.426 5821666.252, 384548.652 5821666.539))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384478.36 5821575.832, 384477.71 5821573.225, 384476.523 5821573.515, 384477.16 5821576.133, 384478.36 5821575.832))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((385003.832 5821744.39, 384990.911 5821741.763, 384989.545 5821748.484, 385002.446 5821751.106, 385003.832 5821744.39))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384453.954 5821515.511, 384451.979 5821519.516, 384458.269 5821517.988, 384457.499 5821514.688, 384453.954 5821515.511))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384464.733 5821590.756, 384459.122 5821588.699, 384458.253 5821591.069, 384463.864 5821593.126, 384464.733 5821590.756))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384415.426 5821602.631, 384413.592 5821601.958, 384412.579 5821604.72, 384414.413 5821605.393, 384415.426 5821602.631))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((384636.142 5821572.416, 384635.97 5821572.144, 384635.768 5821571.934, 384635.53 5821571.766, 384635.264 5821571.647, 384629.456 5821570.523, 384629.768 5821570.633, 384630.049 5821570.805, 384630.289 5821571.032, 384630.475 5821571.301, 384630.603 5821571.603, 384630.666 5821571.924, 384630.796 5821573.472, 384630.815 5821573.738, 384630.88 5821573.998, 384630.987 5821574.242, 384631.135 5821574.465, 384631.345 5821574.683, 384631.593 5821574.857, 384631.87 5821574.98, 384632.166 5821575.046, 384637.826 5821576.148, 384637.554 5821576.08, 384637.298 5821575.968, 384637.063 5821575.815, 384636.856 5821575.626, 384636.678 5821575.398, 384636.542 5821575.144, 384636.451 5821574.87, 384636.407 5821574.585, 384636.297 5821573.037, 384636.252 5821572.718, 384636.142 5821572.416))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
"POLYGON ((385000.084 5821762.547, 384996.879 5821761.885, 384995.437 5821768.87, 384998.642 5821769.532, 385000.084 5821762.547))",2,019609,04,Charlottenburg-Wilmersdorf,04300518,Block,unbewohnt,177086.625,1998/10/08 00:00:00.000
